Sample in Buffer,Sample in Window,TRIGGER,addra[8:0],encrypted128[127:0],reset_1,decrypted_data
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,Decrypted Data
269,269,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
270,270,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
271,271,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
272,272,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
273,273,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
274,274,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
275,275,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
276,276,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
277,277,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
278,278,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
279,279,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
280,280,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
281,281,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
282,282,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
283,283,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
284,284,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
285,285,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
286,286,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
287,287,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
288,288,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
289,289,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
290,290,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
291,291,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
292,292,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
293,293,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
294,294,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
295,295,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
296,296,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
297,297,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
298,298,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
299,299,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
300,300,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
301,301,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
302,302,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
303,303,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
304,304,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
305,305,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
306,306,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
307,307,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
308,308,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
309,309,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
310,310,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
311,311,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
312,312,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
313,313,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
314,314,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
315,315,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
316,316,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
317,317,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
318,318,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
319,319,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
320,320,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
321,321,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
322,322,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
323,323,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
324,324,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
325,325,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
326,326,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
327,327,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
328,328,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
329,329,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
330,330,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
331,331,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
332,332,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
333,333,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
334,334,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
335,335,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
336,336,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
337,337,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
338,338,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
339,339,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
340,340,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
341,341,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
342,342,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
343,343,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
344,344,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
345,345,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
346,346,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
347,347,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
348,348,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
349,349,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
350,350,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
351,351,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
352,352,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
353,353,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
354,354,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
355,355,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
356,356,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
357,357,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
358,358,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
359,359,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
360,360,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
361,361,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
362,362,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
363,363,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
364,364,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
365,365,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
366,366,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
367,367,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
368,368,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
369,369,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
370,370,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
371,371,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
372,372,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
373,373,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
374,374,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
375,375,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
376,376,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
377,377,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
378,378,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
379,379,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
380,380,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
381,381,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
382,382,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
383,383,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
384,384,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
385,385,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
386,386,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
387,387,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
388,388,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
389,389,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
390,390,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
391,391,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
392,392,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
393,393,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
394,394,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
395,395,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
396,396,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
397,397,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
398,398,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
399,399,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
400,400,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
401,401,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
402,402,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
403,403,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
404,404,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
405,405,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
406,406,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
407,407,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
408,408,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
409,409,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
410,410,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
411,411,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
412,412,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
413,413,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
414,414,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
415,415,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
416,416,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
417,417,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
418,418,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
419,419,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
420,420,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
421,421,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
422,422,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
423,423,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
424,424,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
425,425,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
426,426,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
427,427,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
428,428,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
429,429,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
430,430,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
431,431,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
432,432,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
433,433,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
434,434,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
435,435,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
436,436,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
437,437,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
438,438,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
439,439,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
440,440,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
441,441,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
442,442,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
443,443,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
444,444,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
445,445,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
446,446,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
447,447,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
448,448,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
449,449,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
450,450,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
451,451,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
452,452,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
453,453,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
454,454,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
455,455,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
456,456,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
457,457,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
458,458,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
459,459,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
460,460,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
461,461,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
462,462,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
463,463,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
464,464,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
465,465,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
466,466,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
467,467,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
468,468,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
469,469,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
470,470,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
471,471,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
472,472,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
473,473,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
474,474,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
475,475,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
476,476,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
477,477,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
478,478,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
479,479,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
480,480,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
481,481,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
482,482,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
483,483,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
484,484,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
485,485,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
486,486,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
487,487,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
488,488,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
489,489,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
490,490,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
491,491,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
492,492,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
493,493,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
494,494,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
495,495,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
496,496,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
497,497,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
498,498,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
499,499,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
500,500,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
501,501,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
502,502,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
503,503,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
504,504,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
505,505,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
506,506,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
507,507,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
508,508,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
509,509,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
510,510,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
511,511,0,000,9958fdec8e2d65c80160cfc0e66432fa,1,ffd8ffe000104a464946000101000001
512,512,1,000,9958fdec8e2d65c80160cfc0e66432fa,0,ffd8ffe000104a464946000101000001
513,513,0,001,9958fdec8e2d65c80160cfc0e66432fa,0,ffd8ffe000104a464946000101000001
514,514,0,002,9958fdec8e2d65c80160cfc0e66432fa,0,ffd8ffe000104a464946000101000001
515,515,0,003,9958fdec8e2d65c80160cfc0e66432fa,0,ffd8ffe000104a464946000101000001
516,516,0,004,6ebe128a6affd44c3ef8726496adad59,0,099ff12e764172191900dfffd946cd6d
517,517,0,005,47acfa862de9f7dd0c6bbf3ca9d0d9fa,0,b5bbbdf4c5a7ab42c3bf4f5e65572cb3
518,518,0,006,229c9e3136a91759b9b97c3d3afdcd7b,0,71f955ed31e5cba13f74a46e7ecd996d
519,519,0,007,c6f8d64d1c5d11ecc5d8f84494c4f7d3,0,89562d56fd301ec3b7c4992bbb9eb1cb
520,520,0,008,cc64f6b21b77f6bd25fac86cf8978f7b,0,44d991b26cd39687741d08b7a4f304da
521,521,0,009,9fde300c56539bca6cd6f37c8467a50f,0,35f48ee70f06cebc3f33de9286f9e0ba
522,522,0,00a,f8c3f7811f6095480fcdf459b8d6ea7b,0,d37e2497d3c02100ba8cd7379c2fd8f3
523,523,0,00b,59d5c2d29f0d24bb40f558d6226e75af,0,23531c50332f7325a4e98b7f76bc6d12
524,524,0,00c,867ae2a936cadcfa6c4f7a6ed927cd8e,0,0a1e003f5270f4946bcfc14f8a38a016
525,525,0,00d,c7cff6b76db1bf222fb13a2c05afe9f6,0,52fef7675e7d0057d447a23981c307d4
526,526,0,00e,e3ed0387f87fb32abbc10cf6a6e17e1b,0,3a3b9f0614eec89ec835e62fccdfe1eb
527,527,0,00f,dc8eb3e93a4b31642d005452a0fc67d2,0,b06a4a19b24a8198b2f02905b6487b52
528,528,0,010,ba5ad0e8bf499f736d0dfacdb5ffabcb,0,2d389289f7787636e03f025c633e15c6
529,529,0,011,262fc2c9fd4a15dc2d5be2f7c811c60c,0,2fb0e9fee72739b81e812c48dfaf00a9
530,530,0,012,c8edfdc2cf49f0e5825a38f9b0bfde6e,0,56ebb3b264f34aeb4f6097d85f302b61
531,531,0,013,ab5ef3b81c6b67ed3cfd7212559ea151,0,720efa28f35fc0e89ab0361c18a7e5a1
532,532,0,014,eabec5922e6fa7ecdff6372630d4616f,0,acec2c41b9b7c5567d64d47bd6226cb5
533,533,0,015,d097e3f490cba1dd4adcc4ce82f1efb9,0,b60c634d10992e8273d56df32dc01614
534,534,0,016,80f1c2e53cc3dfeb7cbcfeeee4f1c2ba,0,dc6ec48ec2a8c658c43467833da2902b
535,535,0,017,74d2aaad7ee6bcedaed69a7fc8d4e558,0,5c495e009209285b294dda58a240a2fe
536,536,0,018,dfb8a4a27b7d3d44797c7a5eb67d802c,0,cb46645dbcf5e46dc17fefedb82a6019
537,537,0,019,80efa48024f9fd49098060b83e50ef3b,0,298e818ee8108ac93a0b74d9d6823c80
538,538,0,01a,00b2fee7b00094ae6afb724437ff6673,0,faf7d611544da33d6d68d24447346b79
539,539,0,01b,bbaebf81123f83b5ffdbb24f34486529,0,cee9a8ff610a9f1dc7172da7fb04c72d
540,540,0,01c,ca3ea48e27a97e2c2c6d3b5fccc7f749,0,b0c4a0d9ac8dd7f5b0da385aeea17841
541,541,0,01d,7f45fbdac0ab3408edd830c7a0d9057a,0,eb7737e85620391ace79bb131b489b52
